Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Egypt, Arab Rep.",EGY,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,4.551.200.104,4.983.200.073,5.097.900.009,5.280.699.921,5.095.399.857,5.420.299.911,4.942.399.979,4.563.100.052,4.042.499.924,4.115.299.988,407.859.993,5.405.400.085,5.348.899.841
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1.30E+16,1.63E+16,1.89E+16,2.19E+16,2.36E+15,2.79E+16,2.88E+16,3.06E+16,3.29E+16,3.32E+16,2.36E+16,2.50E+16,3.03E+16
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1.667.317.998,2.044.527.804,233.126.884,2.645.968.759,2.791.810.766,322.968.563,3.262.657.586,3.379.557.986,3.562.932.658,351.987.324,2.444.290.387,2.537.125.185,3.019.092.283
"Egypt, Arab Rep.",EGY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,2.440.453.551,2.306.678.399,2.394.812.915,2.349.978.828,2.309.804.872,2.321.774.051,2.376.934.682,2.408.348.647,2.429.281.861,2.478.064.352,2.471.048.969,2.130.257.342,1.882.080.563
"Egypt, Arab Rep.",EGY,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,34210,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Children out of school, primary",SE.PRM.UNER,571625,..,419055,232505,399760,93461,..,44389,..,57267,63338,77552,90674
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.578.085.724,6.707.922.935,1.055.950.297,1.179.335.769,5.128.923.767,1.729.734.816,0.757669185,1.141.344.675,-0.731384487,0.604049087,1.012.354.033,1.090.330.006,0.075324135
El Salvador,SLV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.382.953.786,3.530.376.136,-0.055789647,2.645.602.583,5.908.977.228,2.547.509.525,0.582891427,1.011.788.912,1.308.633.787,0.651008914,0.987503803,1.696.558.433,0.960338639
El Salvador,SLV,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,3.140.000.105,2.980.000.019,2.819.999.933,2.910.000.086,2.660.000.086,3.130.000.114,3.079.999.924,3.160.000.086,3.190.000.057,2.920.000.076,2.890.000.105,2.859.999.895,3.910.000.086
El Salvador,SLV,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,45,4.556.000.137,4.524.000.168,4.484.000.015,4.497.999.954,4.581.000.137,4.699.000.168,4.554.999.924,4.438.999.939,4.474.000.168,4.390.999.985,4.379.000.092,4.427.999.878
El Salvador,SLV,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2.571.299.934,2.604.000.092,2.537.700.081,2.620.999.908,2.664.100.075,2.758.300.018,2.722.699.928,2.647.599.983,2.557.099.915,2.638.699.913,2.584.799.957,2.652.300.072,2.635.499.954
El Salvador,SLV,"Population, total",SP.POP.TOTL,6105810,6131767,6157678,6183877,6210567,6237922,6266076,6295124,6325121,6356137,6388124,6420740,6453550
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3202064,3220666,3239061,3257398,3275742,3294183,3312806,3331687,3350892,3370447,3390314,3410312,3430197
El Salvador,SLV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.710.999.966,3.624.000.072,4.927.000.046,4.156.000.137,3.415.999.889,3.299.999.952,3.328.999.996,3.140.000.105,3.476.999.998,3.852.999.926,4.011.000.156,3.753.999.949,4.379.000.187
El Salvador,SLV,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,8.376.000.404,9.072.999.954,1.315.499.973,1.207.499.981,9.468.999.863,9.265.999.794,1.038.300.037,9.244.000.435,1.004.899.979,1.008.300.018,1.232.499.981,116.960.001,1.294.200.039
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2.786.157.774,293.339.424,2.858.483.344,2.983.228.806,3.266.010.978,3.428.409.332,3.509.526.536,3.589.042.885,3.705.579.704,3.805.995.686,3.910.254.403,4.052.624.775,4.167.730.939
El Salvador,SLV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.641.858,409.954.718,413.508.621,4.170.843.528,4.153.172.249,41.918.647,4.274.541.874,4.228.728.155,4.198.117.891,4.219.792.265,4.179.180.306,4.187.374.719,4.202.681.387
El Salvador,SLV,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,23765,30766,34932,49111,45491,51633
El Salvador,SLV,"Children out of school, primary",SE.PRM.UNER,..,..,..,..,..,..,..,50020,64815,74263,102738,95746,109486
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.601.326.031,1.036.235.803,-0.078408311,297.204.512,4.981.901.315,3.933.399.873,278.056.659,-0.106175147,-0.492326007,0.148684908,3.417.235.495,3.436.326.884,2.277.259.312
Estonia,EST,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.235.838.818,6.802.523.429,-0.388681743,1.822.352.304,5.473.736.785,4.072.175.623,403.124.999,2.915.613.323,103.644.083,2.187.309.907,3.590.365.015,4.024.454.151,3.188.931.533
Estonia,EST,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.580.000.043,1.549.999.952,174.000.001,1.370.000.005,1.590.000.033,1.350.000.024,1.440.000.057,1.389.999.986,1.899.999.976,2.210.000.038,249.000.001,2,2.109.999.895
Estonia,EST,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,5.202.999.878,5.193.000.031,4.906.999.969,4.733.000.183,4.922.999.954,5.036.999.893,5.088.000.107,5.086.999.893,52.5,5.295.000.076,5.404.999.924,5.434.000.015,5.484.999.847
Estonia,EST,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2.974.099.922,3.280.400.085,2.659.900.093,2.411.199.951,2.892.700.005,3.024.600.029,3.055.900.002,331.969.986,3.299.499.893,3.603.499.985,3.808.599.854,3.984.000.015,3.787.599.945
Estonia,EST,"Population, total",SP.POP.TOTL,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,717571,715266,713447,711411,708917,706072,703157,700674,700146,698980,698154,698776,699682
Estonia,EST,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.756.999.969,5.131.999.969,1.029.899.979,1.409.700.012,1.157.999.992,9.097.999.573,8.156.000.137,6.808.000.088,6.133.999.825,606.400.013,5.300.000.191,5.322.999.954,4.847.000.122
Estonia,EST,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,7.149.000.168,1.130.700.016,2.182.900.047,2.950.699.997,2.059.900.093,1.847.999.954,1.981.299.973,9.970.000.267,1.220.600.033,1.055.099.964,9.963.000.298,1.139.999.962,1.178.800.011
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,22449129483,24341678629,19633031398,19523477326,23183616046,23020466785,25108615092,26598657881,22881558192,24056487771,26857880622,30474612057,31045591753
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,1.674.458.445,1.820.496.648,1.471.173.527,1.466.304.461,1.746.492.008,174.042.008,1.905.058.592,2.023.411.742,1.739.504.062,1.828.292.339,2.038.728.315,2.305.230.126,2.339.712.001
Estonia,EST,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.852.692.682,4.865.915.816,4.891.516.618,4.943.815.294,4.928.913.599,4.902.571.619,4.897.460.773,4.837.788.237,4.870.841.924,4.838.569.728,4.825.541.593,4.828.523.719,4.848.857.662
Estonia,EST,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,566,856,927,1009,946,886,936
Estonia,EST,"Children out of school, primary",SE.PRM.UNER,68,322,606,404,18,34,947,1598,2012,2244,2142,1946,2281
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.510.665.652,4.065.953.554,-9.17E-03,1.184.135.232,3.416.807.543,2.808.336.226,1.478.286.157,1.041.196.212,-0.20792884,0.356684501,0.754015047,1.083.820.984,102.409.393
Finland,FIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.753.280.703,3.037.236.772,1.773.905.221,0.322930666,262.353.335,297.397.234,255.829.451,1.631.623.337,1.616.746.497,0.087425458,0.819262897,2.002.209.227,1.495.412.396
Finland,FIN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.170.000.076,1.929.999.948,1.929.999.948,2.109.999.895,2.210.000.038,1.870.000.005,1.830.000.043,1.960.000.038,2.130.000.114,200.999.999,1.950.000.048,1.820.000.052,199.000.001
Finland,FIN,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,53.25,5.354.999.924,5.263.999.939,5.174.000.168,5.183.000.183,5.202.999.878,5.136.000.061,5.106.999.969,5.068.999.863,5.027.999.878,5.056.999.969,5.181.000.137,5.234.999.847
Finland,FIN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.468.399.811,4.504.999.924,4.150.999.832,3.997.999.954,4.125.799.942,4.269.200.134,4.393.600.082,4.300.500.107,42.875,4.331.800.079,4.372.200.012,4.556.100.082,4.515.100.098
Finland,FIN,"Population, total",SP.POP.TOTL,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2697418,2708636,2720215,2731215,2742371,2753865,2764999,2774944,2782702,2789446,2794857,2797516,2799598
Finland,FIN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.186.999.798,669.299.984,756.799.984,7.636.000.156,7.096.000.195,7.051.000.118,7.515.999.794,7.945.000.172,8.842.000.008,8.581.000.328,8.390.000.343,7.297.999.859,6.164.999.962
Finland,FIN,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,1.657.999.992,157.840.004,188.920.002,1.894.799.995,1.831.399.918,1.795.400.047,169.659.996,1.824.300.003,1.959.600.067,1.851.499.939,1.927.799.988,1.673.600.006,1.555.500.031
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2.56E+16,2.85E+16,2.52E+16,2.49E+16,2.75E+16,2.58E+16,2.71E+16,2.74E+16,2.34E+15,2.41E+16,2.55E+16,2.76E+15,2.69E+16
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,4.841.484.509,5.355.403.892,4.729.399.283,4.645.997.325,5.108.199.767,4.771.079.022,4.987.804.324,5.026.029.986,4.278.469.836,4.378.428.396,4.629.749.635,4.996.449.991,4.862.864.176
Finland,FIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.816.336.736,4.795.553.563,4.834.854.771,4.794.158.809,4.776.155.389,4.801.370.611,4.808.534.735,4.817.228.178,4.825.465.123,4.797.312.668,479.022.507,4.802.114.859,4.793.710.796
Finland,FIN,"Children out of school, primary, female",SE.PRM.UNER.FE,3956,3444,3040,2531,2169,1295,1219,437,1074,1186,1900,2086,2820
Finland,FIN,"Children out of school, primary",SE.PRM.UNER,8383,6710,5955,4931,4015,2196,2407,1356,2192,2612,4187,4885,6961
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,148.799.806,2.812.861.949,0.087620478,1.531.122.704,2.111.597.952,1.954.195.316,0.863715498,0.507758823,0.037514381,0.183334861,1.032.282.751,1.850.815.083,1.108.254.923
France,FRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.556.637.015,236.707.384,0.066627476,1.069.697.476,0.947960225,1.161.825.032,0.778100531,0.576944233,1.138.248.785,0.522559343,0.521577263,0.992224566,1.278.592.146
France,FRA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.289.999.962,2.549.999.952,2.170.000.076,2.099.999.905,225.999.999,2.220.000.029,2.170.000.076,2.049.999.952,2.200.000.048,2.279.999.971,2.289.999.962,2.170.000.076,2.210.000.038
France,FRA,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.677.999.878,4.729.999.924,4.691.999.817,4.679.000.092,4.665.000.153,4.672.000.122,4.665.999.985,4.645.999.908,4.647.999.954,4.645.000.076,46.5,4.677.000.046,4.697.999.954
France,FRA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2.813.800.049,2.849.900.055,2.834.300.041,2.708.399.963,2.671.299.934,2.614.999.962,2.566.900.063,2.548.800.087,2.597.100.067,2.599.500.084,2.638.599.968,2.715.800.095,277.689.991
France,FRA,"Population, total",SP.POP.TOTL,64016227,64374979,64707035,65027505,65342789,65659814,65998685,66312067,66548272,66724104,66918020,67101930,67248926
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,33023327,33203347,33368664,33528500,33686256,33845372,34017119,34178119,34302345,34399175,34508584,34614021,34698686
France,FRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.093.000.412,743.900.013,880.300.045,9.069.000.244,9.119.000.435,9.357.999.802,9.789.999.962,1.002.499.962,9.904.000.282,9.852.999.687,9.373.999.596,906.099.987,8.347.999.573
France,FRA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,1.940.500.069,1.799.799.919,2.160.099.983,2.297.200.012,2.261.599.922,2.305.699.921,2.434.700.012,2.309.000.015,2.338.800.049,2.395.499.992,2.116.799.927,198.920.002,1.811.100.006
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2.66E+17,2.92E+17,2.69E+17,2.64E+17,2.86E+17,2.68E+17,2.81E+17,2.85E+17,2.44E+17,2.47E+17,2.59E+17,2.79E+17,2.73E+17
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,4.150.843.269,4.533.411.796,4.157.542.196,4.063.833.525,4.379.072.602,4.087.470.039,4.259.293.539,430.112.631,3.663.818.493,3.703.737.419,3.868.525.849,4.157.248.501,4.057.864.429
France,FRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.721.760.434,4.732.272.232,4.745.349.205,475.128.652,4.759.268.561,4.760.854.035,4.780.193.263,4.799.545.586,480.337.341,48.146.162,4.810.335.215,4.824.264.505,4.839.316.581
France,FRA,"Children out of school, primary, female",SE.PRM.UNER.FE,..,8927,16082,25808,1185,249,6008,23727,8912,523,..,..,..
France,FRA,"Children out of school, primary",SE.PRM.UNER,5208,20115,36009,51322,9824,14993,23622,56322,21490,7005,2457,618,226
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.244.897.456,9.999.487.616,1.727.514.611,7.110.178.975,8.542.933.333,-0.943658853,-0.512058411,3.068.812.104,4.003.578.207,2.134.927.139,6.035.317.253,2.615.244.714,4.852.898.217
Georgia,GEO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,9.464.218.013,9.595.583.262,-213.601.066,1.418.923.321,8.714.229.877,0.464401442,1.346.232.265,4.231.954.328,5.833.119.136,2.619.318.296,8.491.046.669,4.361.109.044,5.192.391.453
Georgia,GEO,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.629999995,0.75,0.779999971,0.550000012,0.810000002,0.75,0.550000012,0.569999993,1.190.000.057,0.970000029,1.220.000.029,1.210.000.038,1.139.999.986
Georgia,GEO,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.809.999.847,4.490.000.153,4.422.999.954,4.600.999.832,4.647.000.122,4.686.000.061,4.731.999.969,4.904.000.092,50.75,5.056.999.969,5.079.000.092,4.934.000.015,4.899.000.168
Georgia,GEO,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,1.508.199.978,1.568.500.042,1.405.500.031,1.539.900.017,159.119.997,1.736.499.977,161.420.002,1.897.500.038,1.923.500.061,187.310.009,1.997.299.957,2.132.299.995,2.000.799.942
Georgia,GEO,"Population, total",SP.POP.TOTL,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,2020311,2014643,1997132,1982528,1966089,1950656,1943649,1943635,1946270,1947584,1948480,1948659,1946307
Georgia,GEO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,1.256.299.973,1.758.699.989,1.905.599.976,1.752.899.933,1.735.300.064,1.833.799.934,1.615.200.043,1.445.499.992,1.390.999.985,1.253.899.956,1.270.899.963,1.122.799.969,1.015.100.002
Georgia,GEO,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,3.702.399.826,4.257.400.131,5.088.700.104,4.587.799.835,458.769.989,410.719.986,4.066.400.146,3.311.800.003,394.980.011,3.217.499.924,3.360.699.844,3.468.500.137,3.241.199.875
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,10172882371,12795076469,10766836277,12243505583,15107441447,16488403076,17189551521,17627003455,14953950557,15141758567,16242916916,17599700091,17477255562
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2.635.353.882,3.324.735.879,282.266.743,3.233.295.943,4.021.743.306,4.421.818.242,4.623.745.725,4.739.188.338,4.014.185.944,4.062.169.888,4.357.000.936,4.722.787.783,4.697.983.652
Georgia,GEO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.634.037.183,4.556.360.251,4.516.220.218,454.972.602,4.525.868.987,4.522.944.223,4.480.408.323,4.512.474.646,4.567.514.979,4.506.664.802,4.563.733.555,4.638.224.604,4.627.437.449
Georgia,GEO,"Children out of school, primary, female",SE.PRM.UNER.FE,..,1239,3566,..,2382,2086,..,1445,..,2369,..,..,..
Georgia,GEO,"Children out of school, primary",SE.PRM.UNER,2032,4196,8873,..,6588,3297,1192,1872,738,5946,2277,2434,1998
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.298.341.797,2.628.381.749,0.31273763,1.103.809.161,2.075.174.525,2.008.490.922,150.472.098,0.906797949,0.51442054,0.491748625,1.509.496.558,1.732.167.661,1.445.667.015
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.770.273.207,0.909330422,1.841.891.638,0.645275771,1.069.483.745,1.496.488.838,1.959.391.683,1.877.939.854,1.853.678.824,1.327.752.223,1.503.738.989,1.974.717.161,2.055.056.553
Germany,DEU,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.519.999.981,2.5,2.529.999.971,2.569.999.933,249.000.001,2.480.000.019,249.000.001,250.999.999,250.999.999,2.430.000.067,2.390.000.105,2.299.999.952,2.309.999.943
Germany,DEU,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.779.999.924,48.5,4.906.000.137,4.961.000.061,5.099.000.168,5.122.999.954,5.190.000.153,5.222.999.954,5.240.000.153,5.354.999.924,5.404.000.092,5.431.999.969,5.502.999.878
Germany,DEU,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.354.700.089,4.454.399.872,443.429.985,4.447.399.902,4.605.899.811,4.452.500.153,4.523.300.171,4.433.300.018,4.404.100.037,4.450.899.887,4.553.900.146,4.540.999.985,4.612.599.945
Germany,DEU,"Population, total",SP.POP.TOTL,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42017960,41912739,41781451,41692491,40903005,40956600,41043963,41187119,41511610,41808130,41919970,42000374,42053302
Germany,DEU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.795.999.527,7.644.999.981,7.311.999.798,6.499.000.072,5.578.000.069,5.181.000.233,4.919.000.149,4.631.999.969,4.218.999.863,3.740.999.937,3.316.999.912,2.910.000.086,273.300.004
Germany,DEU,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,1.109.300.041,9.993.000.031,9.789.999.962,8.793.000.221,7.768.000.126,7.291.999.817,7.092.999.935,7.050.000.191,6.467.999.935,6.099.999.905,5.777.999.878,5.107.999.802,4.761.000.156
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3.42E+17,3.73E+17,3.40E+17,3.40E+17,3.74E+17,3.53E+17,3.73E+17,3.88E+17,3.36E+17,3.47E+16,3.68E+17,3.98E+17,3.89E+17
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,415.872.129,4.542.715.168,4.148.590.165,415.319.342,4.664.477.603,4.385.836.306,4.628.576.407,4.795.999.327,4.108.672.967,4.210.751.727,445.422.952,4.795.018.081,4.679.489.929
Germany,DEU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.560.219.286,4.559.258.885,4.578.743.433,4.586.035.511,4.609.761.105,4.611.434.665,4.634.534.161,4.642.658.519,4.652.469.229,4.664.178.652,4.665.882.772,4.659.084.984,4.657.778.647
Germany,DEU,"Children out of school, primary, female",SE.PRM.UNER.FE,25261,39978,44339,35532,36126,45040,48415,41954,21244,2469,..,..,4294
Germany,DEU,"Children out of school, primary",SE.PRM.UNER,51333,78712,89319,70080,71525,95234,102890,92141,52589,14502,15035,19808,28845
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.895.001.475,4.152.797.447,1.210.084.518,4.712.972.862,3.329.864.062,1.501.527.961,-0.922168807,-1.311.210.501,-1.736.036.796,-0.825651782,1.121.235.477,0.625629147,0.252978044
Greece,GRC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.422.666.958,4.344.583.141,256.977.064,-0.176615534,0.959017981,-0.275142403,-2.045.624.207,-1.938.754.621,-0.293730433,-0.578580752,0.285406259,-0.165244042,0.248490586
Greece,GRC,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,4.119.999.886,4.269.999.981,4.190.000.057,4.050.000.191,4.260.000.229,4.190.000.057,4.239.999.771,3.930.000.067,4.380.000.114,4.960.000.038,4.789.999.962,4.739.999.771,4.760.000.229
Greece,GRC,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,3.688.999.939,3.754.000.092,3.772.000.122,3.688.000.107,3.436.000.061,3.157.999.992,3.004.000.092,3.079.999.924,3.182.999.992,3.236.999.893,3.308.000.183,3.358.000.183,3.486.999.893
Greece,GRC,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,1.866.500.092,185.720.005,1.812.999.916,159.630.003,1.270.800.018,980.700.016,8.984.999.657,1.080.300.045,1.083.300.018,1.120.499.992,1.234.300.041,1.199.100.018,131.789.999
Greece,GRC,"Population, total",SP.POP.TOTL,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10732882,10721582
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5596681,5621068,5644328,5657982,5653410,5624374,5583564,5545785,5508921,5486068,5475485,5464776,5459276
Greece,GRC,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,1.296.899.986,1.154.699.993,1.331.599.998,1.636.199.951,2.153.499.985,2.824.399.948,313.920.002,3.020.000.076,2.889.299.965,2.814.299.965,2.611.700.058,242.840.004,2.154.400.063
Greece,GRC,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,3.196.199.989,2.854.100.037,3.359.199.905,4.067.399.979,5.193.600.082,6.355.099.869,6.418.800.354,5.841.699.982,5.526.100.159,5.086.399.841,4.836.899.948,4.403.300.095,3.718.899.918
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,3.18E+16,3.54E+16,3.30E+11,2.97E+16,2.83E+16,2.42E+16,2.39E+15,2.35E+16,1.96E+16,1.93E+16,1.99E+16,2.12E+16,2.05E+16
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,2.882.732.639,3.199.728.202,2.971.097.023,2.669.060.742,2.545.053.412,2.191.425.173,2.178.159.535,2.158.795.755,1.807.660.676,1.791.179.938,1.853.619.072,1.974.734.258,1.913.375.776
Greece,GRC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.069.899.925,4.083.320.378,4.157.975.842,4.214.674.644,4.255.557.839,430.390.983,4.306.739.034,4.358.820.258,4.408.587.811,44.226.223,4.401.139.879,4.376.342.563,4.380.832.578
Greece,GRC,"Children out of school, primary, female",SE.PRM.UNER.FE,16624,..,..,12672,11869,9630,8879,10887,8100,5398,3773,3856,1901
Greece,GRC,"Children out of school, primary",SE.PRM.UNER,28325,..,..,19065,18008,14567,13271,18984,14097,9878,8147,9246,5679
Honduras,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.936.214.709,1.140.342.708,5.496.342.738,469.889.065,6.762.279.573,5.196.186.155,5.161.898.986,6.129.249.303,315.783.118,2.724.612.233,3.934.360.844,4.347.349.378,4.365.871.598
Honduras,HND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.625.507.168,7.790.513.639,7.653.732.423,4.676.043.295,7.807.205.237,3.579.787.426,1.374.030.519,6.849.356.725,6.932.770.369,3.678.068.144,4.512.842.976,1.947.216.915,4.126.697.133
Honduras,HND,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,4.980.000.019,5.25,5.300.000.191,5.199.999.809,4.829.999.924,5.739.999.771,521.999.979,5.409.999.847,4.550.000.191,5.840.000.153,5.619.999.886,5.349.999.905,6.070.000.172
Honduras,HND,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,3.709.999.847,3.872.000.122,3.993.999.863,4.100.999.832,3.790.000.153,3.706.000.137,4.097.000.122,4.263.000.107,4.336.000.061,42.75,4.309.999.847,4.709.999.847,4.179.999.924
Honduras,HND,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2.620.599.937,2.655.699.921,2.624.099.922,2.724.799.919,2.594.199.944,2.454.500.008,2.840.200.043,2.851.300.049,3.018.199.921,2.889.900.017,3.099.900.055,3.418.600.082,2.862.899.971
Honduras,HND,"Population, total",SP.POP.TOTL,7808520,7980955,8150780,8317467,8480670,8640692,8798524,8955579,9112904,9270794,9429016,9587523,9746115
